№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;;;1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
IX;0;0;0;0;0;0,011111111;0,058333333;0,119444444;0,188888889;0,247222222;0,294444444;0,319444444;0,319444444;0,283333333;0,236111111;0,177777778;0,105555556;0,047222222;0,011111111;0;0;0;0;0;2,419444444;;IX;0;0;0;0;0;0;0,022222222;0,047222222;0,094444444;0,116666667;0,152777778;0,152777778;0,152777778;0,130555556;0,105555556;0,083333333;0,033333333;0,011111111;0;0;0;0;0;0;1,102777778
X;0;0;0;0;0;0;0;0,025;0,072222222;0,119444444;0,152777778;0,177777778;0,177777778;0,141666667;0,105555556;0,058333333;0,025;0;0;0;0;0;0;0;1,055555556;;X;0;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,047222222;0,058333333;0,058333333;0,047222222;0,033333333;0,022222222;0,013888889;0;0;0;0;0;0;0;0,352777778
XI;0;0;0;0;0;0;0;0;0,008333333;0,047222222;0,072222222;0,094444444;0,094444444;0,072222222;0,036111111;0,008333333;0;0;0;0;0;0;0;0;0,433333333;;XI;0;0;0;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,036111111;0,025;0,011111111;0;0;0;0;0;0;0;0;0;0,144444444
XII;0;0;0;0;0;0;0;0;0;0,008333333;0,025;0,036111111;0,036111111;0,025;0,008333333;0;0;0;0;0;0;0;0;0;0,138888889;;XII;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0;0,022222222
S;0;0;0,011111111;0,094444444;0,280555556;0,638888889;1,155555556;1,797222222;2,527777778;3,213888889;3,702777778;3,963888889;3,894444444;3,575;3,002777778;2,316666667;1,666666667;1,052777778;0,569444444;0,269444444;0,083333333;0,011111111;0;0;33,82777778;;S;0;0;0;0,033333333;0,116666667;0,316666667;0,605555556;0,994444444;1,419444444;1,780555556;2,058333333;2,141666667;2,072222222;1,894444444;1,536111111;1,197222222;0,791666667;0,469444444;0,225;0,105555556;0,022222222;0;0;0;17,78055556
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
154;;Оймякон (аэропорт);;;;;;;;;;Якутия;;;;;;;;;;63,9;;142,9;;;154;;Оймякон (аэропорт);;;;;;;;;;Якутия;;;;;;;;;;63,9;;142,9;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0,011111111;0,047222222;0,072222222;0,072222222;0,047222222;0,016666667;0;0;0;0;0;0;0;0;0;0,266666667;;I;0;0;0;0;0;0;0;0;0;0;0,011111111;0,013888889;0,013888889;0,011111111;0;0;0;0;0;0;0;0;0;0;0,05
II;0;0;0;0;0;0;0;0,008333333;0,047222222;0,119444444;0,177777778;0,213888889;0,213888889;0,177777778;0,119444444;0,047222222;0,008333333;0;0;0;0;0;0;0;1,133333333;;II;0;0;0;0;0;0;0;0;0,011111111;0,047222222;0,083333333;0,094444444;0,108333333;0,083333333;0,047222222;0,011111111;0;0;0;0;0;0;0;0;0,486111111
III;0;0;0;0;0;0;0,036111111;0,105555556;0,213888889;0,319444444;0,391666667;0,438888889;0,438888889;0,402777778;0,319444444;0,225;0,119444444;0,036111111;0;0;0;0;0;0;3,047222222;;III;0;0;0;0;0;0;0,011111111;0,047222222;0,108333333;0,177777778;0,225;0,272222222;0,272222222;0,25;0,177777778;0,119444444;0,047222222;0,011111111;0;0;0;0;0;0;1,719444444
IV;0;0;0;0;0,008333333;0,072222222;0,166666667;0,283333333;0,402777778;0,508333333;0,580555556;0,627777778;0,616666667;0,580555556;0,497222222;0,391666667;0,283333333;0,152777778;0,058333333;0,008333333;0;0;0;0;5,238888889;;IV;0;0;0;0;0;0,025;0,072222222;0,141666667;0,225;0,294444444;0,344444444;0,380555556;0,369444444;0,344444444;0,283333333;0,202777778;0,141666667;0,058333333;0,011111111;0;0;0;0;0;2,894444444
V;0;0;0;0,025;0,072222222;0,152777778;0,247222222;0,355555556;0,461111111;0,544444444;0,580555556;0,591666667;0,566666667;0,544444444;0,486111111;0,402777778;0,319444444;0,225;0,141666667;0,072222222;0,025;0;0;0;5,813888889;;V;0;0;0;0,013888889;0,025;0,069444444;0,116666667;0,188888889;0,261111111;0,308333333;0,319444444;0,308333333;0,283333333;0,272222222;0,225;0,177777778;0,141666667;0,083333333;0,058333333;0,025;0,013888889;0;0;0;2,891666667
VI;0;0;0,011111111;0,047222222;0,105555556;0,177777778;0,283333333;0,391666667;0,486111111;0,544444444;0,591666667;0,602777778;0,566666667;0,544444444;0,472222222;0,425;0,355555556;0,272222222;0,177777778;0,105555556;0,047222222;0,011111111;0;0;6,219444444;;VI;0;0;0;0,022222222;0,047222222;0,083333333;0,152777778;0,238888889;0,297222222;0,330555556;0,355555556;0,355555556;0,305555556;0,297222222;0,236111111;0,211111111;0,177777778;0,130555556;0,083333333;0,033333333;0,011111111;0;0;0;3,369444444
VII;0;0;0,005555556;0,036111111;0,083333333;0,152777778;0,247222222;0,344444444;0,438888889;0,519444444;0,566666667;0,591666667;0,580555556;0,533333333;0,486111111;0,425;0,330555556;0,247222222;0,152777778;0,094444444;0,036111111;0,011111111;0;0;5,883333333;;VII;0;0;0;0,011111111;0,036111111;0,069444444;0,127777778;0,191666667;0,261111111;0,305555556;0,341666667;0,355555556;0,344444444;0,297222222;0,261111111;0,236111111;0,163888889;0,127777778;0,069444444;0,047222222;0,011111111;0;0;0;3,258333333
VIII;0;0;0;0;0,025;0,083333333;0,166666667;0,261111111;0,355555556;0,425;0,486111111;0,508333333;0,497222222;0,461111111;0,402777778;0,330555556;0,247222222;0,166666667;0,083333333;0,025;0;0;0;0;4,525;;VIII;0;0;0;0;0;0,036111111;0,072222222;0,130555556;0,202777778;0,236111111;0,286111111;0,308333333;0,297222222;0,261111111;0,213888889;0,177777778;0,116666667;0,072222222;0,025;0;0;0;0;0;2,436111111
IX;0;0;0;0;0;0,011111111;0,058333333;0,130555556;0,2;0,283333333;0,330555556;0,366666667;0,355555556;0,319444444;0,272222222;0,188888889;0,119444444;0,047222222;0,011111111;0;0;0;0;0;2,694444444;;IX;0;0;0;0;0;0;0,022222222;0,058333333;0,094444444;0,141666667;0,163888889;0,188888889;0,177777778;0,152777778;0,130555556;0,069444444;0,047222222;0,011111111;0;0;0;0;0;0;1,258333333
X;0;0;0;0;0;0;0;0,025;0,083333333;0,152777778;0,213888889;0,236111111;0,236111111;0,213888889;0,152777778;0,083333333;0,025;0;0;0;0;0;0;0;1,422222222;;X;0;0;0;0;0;0;0;0;0,025;0,058333333;0,094444444;0,105555556;0,105555556;0,094444444;0,069444444;0,025;0;0;0;0;0;0;0;0;0,577777778
XI;0;0;0;0;0;0;0;0;0,008333333;0,036111111;0,083333333;0,105555556;0,105555556;0,083333333;0,036111111;0,008333333;0;0;0;0;0;0;0;0;0,466666667;;XI;0;0;0;0;0;0;0;0;0;0,011111111;0,025;0,033333333;0,033333333;0,025;0,011111111;0;0;0;0;0;0;0;0;0;0,138888889
XII;0;0;0;0;0;0;0;0;0;0;0,025;0,047222222;0,047222222;0,025;0;0;0;0;0;0;0;0;0;0;0,144444444;;XII;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0;0,022222222
S;0;0;0,016666667;0,108333333;0,294444444;0,65;1,205555556;1,905555556;2,697222222;3,463888889;4,075;4,402777778;4,297222222;3,933333333;3,261111111;2,527777778;1,808333333;1,147222222;0,625;0,305555556;0,108333333;0,022222222;0;0;36,85555556;;S;0;0;0;0,047222222;0,108333333;0,283333333;0,575;0,997222222;1,486111111;1,911111111;2,25;2,427777778;2,322222222;2,088888889;1,655555556;1,230555556;0,836111111;0,494444444;0,247222222;0,105555556;0,036111111;0;0;0;19,10277778
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
155;;Тура;;;;;;;;;;Эвенкийский автономный округ.;;;;;;;;;;64,2;;100,2;;;155;;Тура;;;;;;;;;;Эвенкийский автономный округ.;;;;;;;;;;64,2;;100,2;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0,005555556;0,027777778;0,041666667;0,041666667;0,027777778;0,005555556;0;0;0;0;0;0;0;0;0;0,15;;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
II;0;0;0;0;0;0;0;0,002777778;0,027777778;0,072222222;0,119444444;0,163888889;0,163888889;0,127777778;0,086111111;0,036111111;0,002777778;0;0;0;0;0;0;0;0,802777778;;II;0;0;0;0;0;0;0;0;0,005555556;0,016666667;0,027777778;0,058333333;0,058333333;0,036111111;0,030555556;0,013888889;0;0;0;0;0;0;0;0;0,247222222
III;0;0;0;0;0;0;0,016666667;0,072222222;0,155555556;0,241666667;0,305555556;0,347222222;0,347222222;0,297222222;0,241666667;0,169444444;0,077777778;0,027777778;0;0;0;0;0;0;2,3;;III;0;0;0;0;0;0;0,005555556;0,022222222;0,063888889;0,1;0,136111111;0,169444444;0,169444444;0,133333333;0,1;0,069444444;0,022222222;0,005555556;0;0;0;0;0;0;0,997222222
IV;0;0;0;0;0,008333333;0,05;0,119444444;0,227777778;0,327777778;0,419444444;0,469444444;0,502777778;0,502777778;0,455555556;0,397222222;0,319444444;0,219444444;0,127777778;0,05;0,008333333;0;0;0;0;4,205555556;;IV;0;0;0;0;0,005555556;0,022222222;0,047222222;0,108333333;0,163888889;0,219444444;0,241666667;0,261111111;0,261111111;0,227777778;0,191666667;0,141666667;0,083333333;0,036111111;0,008333333;0;0;0;0;0;2,019444444
V;0;0;0;0,013888889;0,055555556;0,119444444;0,2;0,291666667;0,369444444;0,425;0,483333333;0,511111111;0,511111111;0,483333333;0,425;0,383333333;0,291666667;0,213888889;0,127777778;0,063888889;0,008333333;0;0;0;4,977777778;;V;0;0;0;0,005555556;0,019444444;0,047222222;0,094444444;0,141666667;0,177777778;0,197222222;0,227777778;0,233333333;0,233333333;0,219444444;0,183333333;0,155555556;0,113888889;0,077777778;0,036111111;0,013888889;0,008333333;0;0;0;2,186111111
VI;0;0;0,013888889;0,05;0,1;0,163888889;0,233333333;0,305555556;0,369444444;0,433333333;0,461111111;0,475;0,475;0,447222222;0,405555556;0,355555556;0,297222222;0,233333333;0,163888889;0,105555556;0,05;0,013888889;0;0;5,152777778;;VI;0;0;0,005555556;0,022222222;0,05;0,077777778;0,119444444;0,163888889;0,191666667;0,233333333;0,233333333;0,233333333;0,233333333;0,213888889;0,186111111;0,155555556;0,133333333;0,105555556;0,072222222;0,041666667;0,013888889;0,008333333;0;0;2,494444444
VII;0;0;0,008333333;0,027777778;0,072222222;0,127777778;0,205555556;0,291666667;0,369444444;0,438888889;0,475;0,497222222;0,497222222;0,469444444;0,425;0,369444444;0,297222222;0,227777778;0,15;0,086111111;0,036111111;0,013888889;0;0;5,086111111;;VII;0;0;0;0,005555556;0,030555556;0,055555556;0,1;0,163888889;0,213888889;0,255555556;0,261111111;0,269444444;0,269444444;0,25;0,219444444;0,186111111;0,141666667;0,108333333;0,063888889;0,036111111;0,013888889;0,005555556;0;0;2,65
VIII;0;0;0;0;0,013888889;0,041666667;0,1;0,169444444;0,247222222;0,319444444;0,361111111;0,383333333;0,383333333;0,355555556;0,311111111;0,255555556;0,191666667;0,127777778;0,072222222;0,022222222;0;0;0;0;3,355555556;;VIII;0;0;0;0;0;0;0,027777778;0,055555556;0,105555556;0,141666667;0,161111111;0,169444444;0,169444444;0,155555556;0,127777778;0,1;0,063888889;0,036111111;0,030555556;0,008333333;0;0;0;0;1,352777778
IX;0;0;0;0;0;0,002777778;0,027777778;0,072222222;0,127777778;0,183333333;0,233333333;0,255555556;0,255555556;0,227777778;0,191666667;0,15;0,086111111;0,036111111;0,002777778;0;0;0;0;0;1,852777778;;IX;0;0;0;0;0;0;0,005555556;0,016666667;0,036111111;0,063888889;0,091666667;0,1;0,1;0,086111111;0,063888889;0,05;0,013888889;0,013888889;0;0;0;0;0;0;0,641666667
X;0;0;0;0;0;0;0;0,013888889;0,041666667;0,086111111;0,136111111;0,163888889;0,163888889;0,141666667;0,105555556;0,055555556;0,019444444;0;0;0;0;0;0;0;0,927777778;;X;0;0;0;0;0;0;0;0;0,005555556;0,013888889;0,030555556;0,05;0,05;0,041666667;0,027777778;0,005555556;0;0;0;0;0;0;0;0;0,225
XI;0;0;0;0;0;0;0;0;0,002777778;0,022222222;0,05;0,072222222;0,072222222;0,055555556;0,027777778;0,002777778;0;0;0;0;0;0;0;0;0,305555556;;XI;0;0;0;0;0;0;0;0;0;0,008333333;0,008333333;0,016666667;0,016666667;0,013888889;0,013888889;0;0;0;0;0;0;0;0;0;0,077777778
XII;0;0;0;0;0;0;0;0;0;0,002777778;0,008333333;0,022222222;0,022222222;0,008333333;0,002777778;0;0;0;0;0;0;0;0;0;0,066666667;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0;0;0,022222222;0,091666667;0,25;0,505555556;0,902777778;1,447222222;2,038888889;2,65;3,130555556;3,436111111;3,436111111;3,097222222;2,625;2,097222222;1,483333333;0,994444444;0,566666667;0,286111111;0,094444444;0,027777778;0;0;29,18333333;;S;0;0;0,005555556;0,033333333;0,105555556;0,202777778;0,4;0,672222222;0,963888889;1,25;1,419444444;1,561111111;1,561111111;1,377777778;1,144444444;0,877777778;0,572222222;0,383333333;0,211111111;0,1;0,036111111;0,013888889;0;0;12,89166667
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
156;;Ираель;;;;;;;;;;Респ. Коми;;;;;;;;;;64,5;;55,4;;;156;;Ираель;;;;;;;;;;Респ. Коми;;;;;;;;;;64,5;;55,4;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0;0,005555556;0,022222222;0,036111111;0,036111111;0,022222222;0,005555556;0;0;0;0;0;0;0;0;0,127777778;;I;0;0;0;0;0;0;0;0;0;0;0,002777778;0,008333333;0,008333333;0,002777778;0;0;0;0;0;0;0;0;0;0;0,022222222
II;0;0;0;0;0;0;0;0;0;0,022222222;0,055555556;0,091666667;0,127777778;0,127777778;0,105555556;0,077777778;0,036111111;0,002777778;0;0;0;0;0;0;0,647222222;;II;0;0;0;0;0;0;0;0;0,002777778;0,013888889;0,022222222;0,036111111;0,041666667;0,036111111;0,022222222;0,008333333;0;0;0;0;0;0;0;0;0,183333333
III;0;0;0;0;0;0;0;0,016666667;0,072222222;0,127777778;0,183333333;0,227777778;0,269444444;0,269444444;0,227777778;0,183333333;0,136111111;0,086111111;0,022222222;0;0;0;0;0;1,822222222;;III;0;0;0;0;0;0;0,005555556;0,022222222;0,041666667;0,063888889;0,086111111;0,1;0,1;0,086111111;0,063888889;0,041666667;0,022222222;0,005555556;0;0;0;0;0;0;0,638888889
IV;0;0;0;0;0;0,002777778;0,041666667;0,1;0,177777778;0,269444444;0,341666667;0,391666667;0,425;0,425;0,397222222;0,347222222;0,283333333;0,2;0,119444444;0,055555556;0,008333333;0;0;0;3,586111111;;IV;0;0;0;0;0,002777778;0,013888889;0,027777778;0,072222222;0,113888889;0,155555556;0,183333333;0,205555556;0,205555556;0,183333333;0,155555556;0,113888889;0,077777778;0,030555556;0,013888889;0;0;0;0;0;1,555555556
V;0;0;0;0;0,022222222;0,063888889;0,113888889;0,177777778;0,241666667;0,311111111;0,369444444;0,419444444;0,455555556;0,461111111;0,438888889;0,397222222;0,341666667;0,269444444;0,191666667;0,127777778;0,072222222;0,027777778;0;0;4,502777778;;V;0;0;0;0,008333333;0,022222222;0,041666667;0,072222222;0,105555556;0,136111111;0,163888889;0,191666667;0,213888889;0,213888889;0,205555556;0,183333333;0,155555556;0,119444444;0,086111111;0,05;0,027777778;0,008333333;0;0;0;2,005555556
VI;0;0;0,002777778;0,027777778;0,072222222;0,113888889;0,169444444;0,227777778;0,3;0,369444444;0,425;0,461111111;0,483333333;0,483333333;0,466666667;0,433333333;0,375;0,311111111;0,241666667;0,169444444;0,113888889;0,072222222;0,027777778;0,002777778;5,35;;VI;0;0,002777778;0,013888889;0,027777778;0,055555556;0,077777778;0,113888889;0,15;0,183333333;0,219444444;0,233333333;0,241666667;0,247222222;0,241666667;0,227777778;0,191666667;0,155555556;0,119444444;0,086111111;0,055555556;0,027777778;0,013888889;0;0;2,686111111
VII;0;0;0;0,019444444;0,055555556;0,1;0,15;0,213888889;0,283333333;0,355555556;0,425;0,455555556;0,469444444;0,469444444;0,455555556;0,419444444;0,375;0,297222222;0,219444444;0,15;0,1;0,05;0,013888889;0;5,077777778;;VII;0;0;0,008333333;0,022222222;0,041666667;0,077777778;0,113888889;0,155555556;0,2;0,233333333;0,241666667;0,247222222;0,247222222;0,241666667;0,219444444;0,2;0,155555556;0,113888889;0,063888889;0,036111111;0,013888889;0,002777778;0;0;2,636111111
VIII;0;0;0;0;0;0,022222222;0,063888889;0,113888889;0,177777778;0,241666667;0,291666667;0,327777778;0,341666667;0,341666667;0,327777778;0,297222222;0,255555556;0,191666667;0,127777778;0,072222222;0,027777778;0;0;0;3,222222222;;VIII;0;0;0;0;0,008333333;0,022222222;0,041666667;0,072222222;0,1;0,127777778;0,141666667;0,141666667;0,141666667;0,136111111;0,127777778;0,105555556;0,086111111;0,05;0,022222222;0,008333333;0;0;0;0;1,333333333
IX;0;0;0;0;0;0;0,002777778;0,027777778;0,066666667;0,105555556;0,155555556;0,191666667;0,213888889;0,219444444;0,2;0,169444444;0,127777778;0,086111111;0,05;0,011111111;0;0;0;0;1,627777778;;IX;0;0;0;0;0;0;0,008333333;0,022222222;0,036111111;0,05;0,063888889;0,072222222;0,072222222;0,072222222;0,055555556;0,041666667;0,027777778;0,013888889;0,002777778;0;0;0;0;0;0,538888889
X;0;0;0;0;0;0;0;0;0,019444444;0,05;0,077777778;0,105555556;0,119444444;0,127777778;0,105555556;0,083333333;0,05;0,013888889;0;0;0;0;0;0;0,752777778;;X;0;0;0;0;0;0;0;0,002777778;0,008333333;0,013888889;0,027777778;0,027777778;0,027777778;0,022222222;0,013888889;0,008333333;0;0;0;0;0;0;0;0;0,152777778
XI;0;0;0;0;0;0;0;0;0;0;0,016666667;0,027777778;0,041666667;0,05;0,036111111;0,022222222;0;0;0;0;0;0;0;0;0,194444444;;XI;0;0;0;0;0;0;0;0;0;0,002777778;0,008333333;0,008333333;0,013888889;0,008333333;0,002777778;0;0;0;0;0;0;0;0;0;0,044444444
XII;0;0;0;0;0;0;0;0;0;0;0;0,008333333;0,013888889;0,022222222;0,008333333;0;0;0;0;0;0;0;0;0;0,052777778;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0;0;0,002777778;0,047222222;0,15;0,302777778;0,541666667;0,877777778;1,338888889;1,852777778;2,347222222;2,730555556;2,997222222;3,033333333;2,791666667;2,436111111;1,980555556;1,458333333;0,972222222;0,586111111;0,322222222;0,15;0,041666667;0,002777778;26,96388889;;S;0;0,002777778;0,022222222;0,058333333;0,130555556;0,233333333;0,383333333;0,602777778;0,822222222;1,044444444;1,202777778;1,302777778;1,319444444;1,236111111;1,072222222;0,866666667;0,644444444;0,419444444;0,238888889;0,127777778;0,05;0,016666667;0;0;11,79722222
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
157;;Архангельск;;;;;;;;;;Архангельская Обл.;;;;;;;;;;64,6;;40,5;;;157;;Архангельск;;;;;;;;;;Архангельская Обл.;;;;;;;;;;64,6;;40,5;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,036111111;0,025;0,011111111;0;0;0;0;0;0;0;0;0;0,144444444;;I;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0;0,022222222
II;0;0;0;0;0;0;0;0;0,025;0,058333333;0,094444444;0,119444444;0,119444444;0,105555556;0,072222222;0,036111111;0;0;0;0;0;0;0;0;0,630555556;;II;0;0;0;0;0;0;0;0;0;0,011111111;0,022222222;0,036111111;0,036111111;0,033333333;0,025;0,011111111;0;0;0;0;0;0;0;0;0,175
III;0;0;0;0;0;0;0,011111111;0,058333333;0,119444444;0,188888889;0,236111111;0,272222222;0,272222222;0,236111111;0,188888889;0,130555556;0,072222222;0,025;0;0;0;0;0;0;1,811111111;;III;0;0;0;0;0;0;0;0,011111111;0,036111111;0,069444444;0,094444444;0,105555556;0,119444444;0,094444444;0,069444444;0,047222222;0,025;0;0;0;0;0;0;0;0,672222222
IV;0;0;0;0;0,011111111;0,047222222;0,105555556;0,177777778;0,261111111;0,330555556;0,377777778;0,413888889;0,413888889;0,391666667;0,330555556;0,272222222;0,188888889;0,105555556;0,047222222;0,011111111;0;0;0;0;3,486111111;;IV;0;0;0;0;0;0,011111111;0,047222222;0,072222222;0,119444444;0,152777778;0,188888889;0,213888889;0,213888889;0,202777778;0,163888889;0,130555556;0,083333333;0,033333333;0,011111111;0;0;0;0;0;1,644444444
V;0;0;0;0,025;0,058333333;0,119444444;0,188888889;0,272222222;0,355555556;0,402777778;0,461111111;0,475;0,486111111;0,461111111;0,427777778;0,366666667;0,297222222;0,2;0,119444444;0,058333333;0,025;0;0;0;4,8;;V;0;0;0;0,013888889;0,022222222;0,047222222;0,094444444;0,141666667;0,188888889;0,213888889;0,247222222;0,261111111;0,272222222;0,261111111;0,238888889;0,2;0,155555556;0,094444444;0,047222222;0,022222222;0,013888889;0;0;0;2,536111111
VI;0;0;0,011111111;0,047222222;0,094444444;0,152777778;0,225;0,308333333;0,377777778;0,438888889;0,486111111;0,497222222;0,497222222;0,486111111;0,461111111;0,402777778;0,330555556;0,25;0,166666667;0,094444444;0,047222222;0,011111111;0;0;5,386111111;;VI;0;0;0;0,022222222;0,036111111;0,069444444;0,105555556;0,166666667;0,2;0,238888889;0,272222222;0,272222222;0,283333333;0,272222222;0,272222222;0,236111111;0,188888889;0,130555556;0,083333333;0,036111111;0,011111111;0;0;0;2,897222222
VII;0;0;0,011111111;0,025;0,072222222;0,130555556;0,213888889;0,297222222;0,377777778;0,438888889;0,486111111;0,508333333;0,522222222;0,486111111;0,45;0,391666667;0,308333333;0,225;0,141666667;0,083333333;0,036111111;0,011111111;0;0;5,216666667;;VII;0;0;0;0;0,025;0,058333333;0,108333333;0,166666667;0,211111111;0,25;0,286111111;0,294444444;0,308333333;0,286111111;0,261111111;0,225;0,166666667;0,119444444;0,058333333;0,036111111;0,011111111;0;0;0;2,872222222
VIII;0;0;0;0;0,025;0,058333333;0,119444444;0,188888889;0,25;0,308333333;0,355555556;0,377777778;0,377777778;0,366666667;0,330555556;0,272222222;0,2;0,130555556;0,072222222;0,025;0;0;0;0;3,458333333;;VIII;0;0;0;0;0;0,011111111;0,047222222;0,083333333;0,119444444;0,141666667;0,177777778;0,188888889;0,188888889;0,188888889;0,163888889;0,130555556;0,094444444;0,047222222;0,025;0;0;0;0;0;1,608333333
IX;0;0;0;0;0;0,011111111;0,036111111;0,072222222;0,119444444;0,177777778;0,2;0,225;0,225;0,213888889;0,177777778;0,130555556;0,083333333;0,036111111;0,011111111;0;0;0;0;0;1,719444444;;IX;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,072222222;0,080555556;0,094444444;0,094444444;0,094444444;0,072222222;0,047222222;0,025;0,011111111;0;0;0;0;0;0;0,663888889
X;0;0;0;0;0;0;0;0,011111111;0,047222222;0,072222222;0,105555556;0,105555556;0,105555556;0,094444444;0,072222222;0,036111111;0,011111111;0;0;0;0;0;0;0;0,661111111;;X;0;0;0;0;0;0;0;0;0,011111111;0,025;0,033333333;0,033333333;0,033333333;0,022222222;0,025;0,011111111;0;0;0;0;0;0;0;0;0,194444444
XI;0;0;0;0;0;0;0;0;0,002777778;0,016666667;0,030555556;0,041666667;0,038888889;0,027777778;0,016666667;0;0;0;0;0;0;0;0;0;0,175;;XI;0;0;0;0;0;0;0;0;0;0,002777778;0,002777778;0,011111111;0,008333333;0,002777778;0,002777778;0;0;0;0;0;0;0;0;0;0,030555556
XII;0;0;0;0;0;0;0;0;0;0;0,011111111;0,013888889;0,013888889;0,011111111;0;0;0;0;0;0;0;0;0;0;0,05;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0,002777778;0;0;0;0;0;0;0;0;0;0;0;0,002777778
