№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;;;1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
III;0;0;0;0;0;0;0,025;0,094444444;0,186111111;0,263888889;0,325;0,361111111;0,363888889;0,327777778;0,283333333;0,183333333;0,094444444;0,025;0;0;0;0;0;0;2,533333333;;III;0;0;0;0;0;0;0,002777778;0,033333333;0,077777778;0,111111111;0,138888889;0,169444444;0,172222222;0,15;0,141666667;0,080555556;0,038888889;0,005555556;0;0;0;0;0;0;1,122222222
IV;0;0;0;0;0;0,033333333;0,102777778;0,2;0,297222222;0,4;0,433333333;0,458333333;0,447222222;0,416666667;0,352777778;0,269444444;0,183333333;0,094444444;0,025;0;0;0;0;0;3,713888889;;IV;0;0;0;0;0;0,008333333;0,033333333;0,086111111;0,147222222;0,211111111;0,219444444;0,233333333;0,219444444;0,2;0,163888889;0,116666667;0,075;0,036111111;0,008333333;0;0;0;0;0;1,758333333
V;0;0;0;0;0,027777778;0,094444444;0,194444444;0,302777778;0,405555556;0,5;0,55;0,569444444;0,558333333;0,511111111;0,447222222;0,366666667;0,277777778;0,180555556;0,086111111;0,022222222;0;0;0;0;5,094444444;;V;0;0;0;0;0,008333333;0,033333333;0,091666667;0,152777778;0,211111111;0,266666667;0,288888889;0,3;0,291666667;0,255555556;0,219444444;0,172222222;0,125;0,075;0,030555556;0;0;0;0;0;2,522222222
VI;0;0;0;0,011111111;0,058333333;0,138888889;0,247222222;0,358333333;0,455555556;0,538888889;0,591666667;0,616666667;0,605555556;0,563888889;0,497222222;0,408333333;0,322222222;0,211111111;0,119444444;0,047222222;0,002777778;0;0;0;5,794444444;;VI;0;0;0;0;0,019444444;0,063888889;0,127777778;0,194444444;0,258333333;0,316666667;0,344444444;0,355555556;0,338888889;0,313888889;0,269444444;0,208333333;0,163888889;0,094444444;0,052777778;0,013888889;0;0;0;0;3,136111111
VII;0;0;0;0;0,038888889;0,111111111;0,197222222;0,308333333;0,405555556;0,494444444;0,544444444;0,558333333;0,552777778;0,511111111;0,444444444;0,394444444;0,3;0,177777778;0,108333333;0,038888889;0;0;0;0;5,186111111;;VII;0;0;0;0;0,011111111;0,038888889;0,080555556;0,152777778;0,213888889;0,272222222;0,297222222;0,297222222;0,291666667;0,263888889;0,222222222;0,194444444;0,141666667;0,069444444;0,041666667;0,008333333;0;0;0;0;2,597222222
VIII;0;0;0;0;0,005555556;0,052777778;0,138888889;0,241666667;0,347222222;0,438888889;0,494444444;0,522222222;0,511111111;0,472222222;0,386111111;0,319444444;0,227777778;0,127777778;0,044444444;0,002777778;0;0;0;0;4,333333333;;VIII;0;0;0;0;0;0,013888889;0,055555556;0,113888889;0,177777778;0,236111111;0,275;0,286111111;0,280555556;0,255555556;0,191666667;0,158333333;0,1;0,05;0,011111111;0;0;0;0;0;2,205555556
IX;0;0;0;0;0;0,011111111;0,061111111;0,141666667;0,233333333;0,319444444;0,352777778;0,391666667;0,388888889;0,352777778;0,288888889;0,211111111;0,130555556;0,052777778;0,002777778;0;0;0;0;0;2,938888889;;IX;0;0;0;0;0;0,002777778;0,019444444;0,055555556;0,111111111;0,161111111;0,175;0,202777778;0,2;0,180555556;0,144444444;0,094444444;0,052777778;0,016666667;0;0;0;0;0;0;1,416666667
X;0;0;0;0;0;0;0,002777778;0,038888889;0,094444444;0,15;0,194444444;0,216666667;0,219444444;0,191666667;0,152777778;0,088888889;0,033333333;0;0;0;0;0;0;0;1,383333333;;X;0;0;0;0;0;0;0;0,011111111;0,027777778;0,061111111;0,080555556;0,091666667;0,094444444;0,077777778;0,063888889;0,030555556;0,011111111;0;0;0;0;0;0;0;0,55
XI;0;0;0;0;0;0;0;0;0,025;0,055555556;0,077777778;0,1;0,097222222;0,075;0,047222222;0,019444444;0;0;0;0;0;0;0;0;0,497222222;;XI;0;0;0;0;0;0;0;0;0,008333333;0,013888889;0,016666667;0,030555556;0,025;0,016666667;0,011111111;0,005555556;0;0;0;0;0;0;0;0;0,127777778
XII;0;0;0;0;0;0;0;0;0,008333333;0,036111111;0,058333333;0,080555556;0,077777778;0,063888889;0,030555556;0,005555556;0;0;0;0;0;0;0;0;0,361111111;;XII;0;0;0;0;0;0;0;0;0;0,008333333;0,011111111;0,022222222;0,019444444;0,013888889;0,005555556;0;0;0;0;0;0;0;0;0;0,080555556
S;0;0;0;0,011111111;0,130555556;0,441666667;0,969444444;1,702777778;2,541666667;3,375;3,897222222;4,202777778;4,152777778;3,763888889;3,113888889;2,347222222;1,583333333;0,869444444;0,386111111;0,111111111;0,002777778;0;0;0;33,60277778;;S;0;0;0;0;0,038888889;0,161111111;0,411111111;0,802777778;1,255555556;1,697222222;1,930555556;2,091666667;2,038888889;1,811111111;1,480555556;1,072222222;0,708333333;0,347222222;0,144444444;0,022222222;0;0;0;0;16,01388889
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
110;;Огурцово;;;;;;;;;;Новосибирская область;;;;;;;;;;54,9;;83;;;110;;Огурцово;;;;;;;;;;Новосибирская область;;;;;;;;;;54,9;;83;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0,022222222;0,083333333;0,130555556;0,166666667;0,166666667;0,130555556;0,072222222;0,022222222;0;0;0;0;0;0;0;0;0,794444444;;I;0;0;0;0;0;0;0;0;0;0,025;0,036111111;0,061111111;0,061111111;0,036111111;0,013888889;0;0;0;0;0;0;0;0;0;0,233333333
II;0;0;0;0;0;0;0;0,022222222;0,094444444;0,188888889;0,261111111;0,308333333;0,294444444;0,261111111;0,188888889;0,094444444;0,022222222;0;0;0;0;0;0;0;1,736111111;;II;0;0;0;0;0;0;0;0;0,022222222;0,069444444;0,108333333;0,141666667;0,127777778;0,119444444;0,069444444;0,022222222;0;0;0;0;0;0;0;0;0,680555556
III;0;0;0;0;0;0;0,022222222;0,119444444;0,236111111;0,344444444;0,425;0,472222222;0,472222222;0,425;0,344444444;0,236111111;0,119444444;0,022222222;0;0;0;0;0;0;3,238888889;;III;0;0;0;0;0;0;0;0,036111111;0,105555556;0,155555556;0,211111111;0,236111111;0,236111111;0,211111111;0,166666667;0,105555556;0,047222222;0;0;0;0;0;0;0;1,511111111
IV;0;0;0;0;0;0,036111111;0,119444444;0,236111111;0,355555556;0,45;0,519444444;0,555555556;0,544444444;0,497222222;0,425;0,330555556;0,213888889;0,105555556;0,022222222;0;0;0;0;0;4,411111111;;IV;0;0;0;0;0;0,013888889;0,047222222;0,116666667;0,188888889;0,25;0,294444444;0,319444444;0,308333333;0,272222222;0,225;0,163888889;0,094444444;0,033333333;0;0;0;0;0;0;2,327777778
V;0;0;0;0;0,022222222;0,105555556;0,213888889;0,330555556;0,438888889;0,519444444;0,566666667;0,602777778;0,591666667;0,544444444;0,486111111;0,391666667;0,294444444;0,188888889;0,083333333;0,022222222;0;0;0;0;5,402777778;;V;0;0;0;0;0;0,047222222;0,108333333;0,188888889;0,261111111;0,319444444;0,341666667;0,366666667;0,341666667;0,308333333;0,272222222;0,213888889;0,141666667;0,083333333;0,025;0;0;0;0;0;3,019444444
VI;0;0;0;0,011111111;0,058333333;0,141666667;0,247222222;0,355555556;0,461111111;0,544444444;0,602777778;0,627777778;0,638888889;0,558333333;0,519444444;0,438888889;0,344444444;0,236111111;0,130555556;0,047222222;0,011111111;0;0;0;5,975;;VI;0;0;0;0;0,022222222;0,069444444;0,127777778;0,202777778;0,283333333;0,344444444;0,377777778;0,391666667;0,402777778;0,333333333;0,319444444;0,261111111;0,202777778;0,116666667;0,058333333;0,011111111;0;0;0;0;3,525
VII;0;0;0;0;0,047222222;0,130555556;0,236111111;0,344444444;0,461111111;0,544444444;0,602777778;0,627777778;0,627777778;0,591666667;0,519444444;0,425;0,330555556;0,225;0,119444444;0,036111111;0;0;0;0;5,869444444;;VII;0;0;0;0;0,025;0,058333333;0,130555556;0,202777778;0,283333333;0,344444444;0,377777778;0,391666667;0,391666667;0,366666667;0,319444444;0,247222222;0,188888889;0,119444444;0,047222222;0,013888889;0;0;0;0;3,508333333
VIII;0;0;0;0;0,011111111;0,058333333;0,152777778;0,261111111;0,355555556;0,45;0,497222222;0,533333333;0,508333333;0,472222222;0,425;0,330555556;0,236111111;0,130555556;0,047222222;0,011111111;0;0;0;0;4,480555556;;VIII;0;0;0;0;0;0,022222222;0,069444444;0,141666667;0,202777778;0,261111111;0,283333333;0,308333333;0,283333333;0,258333333;0,236111111;0,177777778;0,116666667;0,047222222;0,011111111;0;0;0;0;0;2,419444444
IX;0;0;0;0;0;0,011111111;0,059166667;0,152777778;0,25;0,330555556;0,391666667;0,413888889;0,402777778;0,366666667;0,308333333;0,225;0,130555556;0,047222222;0;0;0;0;0;0;3,089722222;;IX;0;0;0;0;0;0;0,022222222;0,069444444;0,130555556;0,188888889;0,225;0,236111111;0,225;0,2;0,166666667;0,119444444;0,058333333;0,011111111;0;0;0;0;0;0;1,652777778
X;0;0;0;0;0;0;0;0,047222222;0,105555556;0,177777778;0,225;0,25;0,236111111;0,213888889;0,152777778;0,094444444;0,022222222;0;0;0;0;0;0;0;1,525;;X;0;0;0;0;0;0;0;0,011111111;0,033333333;0,072222222;0,083333333;0,108333333;0,094444444;0,083333333;0,047222222;0,036111111;0;0;0;0;0;0;0;0;0,569444444
XI;0;0;0;0;0;0;0;0;0,036111111;0,094444444;0,141666667;0,166666667;0,166666667;0,130555556;0,083333333;0,022222222;0;0;0;0;0;0;0;0;0,841666667;;XI;0;0;0;0;0;0;0;0;0;0,022222222;0,047222222;0,047222222;0,061111111;0,036111111;0,025;0;0;0;0;0;0;0;0;0;0,238888889
XII;0;0;0;0;0;0;0;0;0,011111111;0,047222222;0,094444444;0,130555556;0,130555556;0,094444444;0,047222222;0,011111111;0;0;0;0;0;0;0;0;0,566666667;;XII;0;0;0;0;0;0;0;0;0;0;0,022222222;0,047222222;0,047222222;0,022222222;0,011111111;0;0;0;0;0;0;0;0;0;0,15
S;0;0;0;0,011111111;0,138888889;0,483333333;1,050833333;1,869444444;2,827777778;3,775;4,458333333;4,855555556;4,780555556;4,286111111;3,572222222;2,622222222;1,713888889;0,955555556;0,402777778;0,116666667;0,011111111;0;0;0;37,93138889;;S;0;0;0;0;0,047222222;0,211111111;0,505555556;0,969444444;1,511111111;2,052777778;2,408333333;2,655555556;2,580555556;2,247222222;1,872222222;1,347222222;0,85;0,411111111;0,141666667;0,025;0;0;0;0;19,83611111
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
111;;Кушнаренково;;;;;;;;;;Респ.Башкортостан;;;;;;;;;;55,1;;55,3;;;111;;Кушнаренково;;;;;;;;;;Респ.Башкортостан;;;;;;;;;;55,1;;55,3;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0,022222222;0,066666667;0,108333333;0,144444444;0,158333333;0,125;0,066666667;0,022222222;0;0;0;0;0;0;0;0;0,713888889;;I;0;0;0;0;0;0;0;0;0;0,013888889;0,027777778;0,044444444;0,05;0,036111111;0,013888889;0;0;0;0;0;0;0;0;0;0,186111111
II;0;0;0;0;0;0;0;0,016666667;0,083333333;0,166666667;0,225;0,275;0,3;0,25;0,180555556;0,102777778;0,027777778;0;0;0;0;0;0;0;1,627777778;;II;0;0;0;0;0;0;0;0;0,019444444;0,05;0,077777778;0,102777778;0,119444444;0,091666667;0,063888889;0,027777778;0,005555556;0;0;0;0;0;0;0;0,558333333
III;0;0;0;0;0;0;0,022222222;0,102777778;0,216666667;0,327777778;0,386111111;0,444444444;0,458333333;0,402777778;0,319444444;0,233333333;0,119444444;0,027777778;0;0;0;0;0;0;3,061111111;;III;0;0;0;0;0;0;0,002777778;0,030555556;0,077777778;0,125;0,152777778;0,180555556;0,197222222;0,169444444;0,127777778;0,094444444;0,041666667;0,005555556;0;0;0;0;0;0;1,205555556
IV;0;0;0;0;0;0,033333333;0,113888889;0,213888889;0,336111111;0,433333333;0,461111111;0,494444444;0,513888889;0,452777778;0,375;0,305555556;0,208333333;0,1;0,025;0;0;0;0;0;4,066666667;;IV;0;0;0;0;0;0,008333333;0,038888889;0,094444444;0,166666667;0,227777778;0,238888889;0,255555556;0,275;0,230555556;0,180555556;0,144444444;0,091666667;0,033333333;0,002777778;0;0;0;0;0;1,988888889
V;0;0;0;0;0,033333333;0,113888889;0,216666667;0,327777778;0,441666667;0,522222222;0,569444444;0,6;0,591666667;0,530555556;0,461111111;0,383333333;0,291666667;0,177777778;0,080555556;0,022222222;0;0;0;0;5,363888889;;V;0;0;0;0;0,008333333;0,047222222;0,108333333;0,180555556;0,255555556;0,308333333;0,341666667;0,358333333;0,352777778;0,297222222;0,25;0,2;0,141666667;0,075;0,025;0,005555556;0;0;0;0;2,955555556
VI;0;0;0;0,011111111;0,058333333;0,15;0,261111111;0,366666667;0,486111111;0,561111111;0,597222222;0,616666667;0,6;0,569444444;0,508333333;0,427777778;0,319444444;0,225;0,127777778;0,047222222;0,008333333;0;0;0;5,941666667;;VI;0;0;0;0;0,019444444;0,069444444;0,133333333;0,202777778;0,280555556;0,327777778;0,347222222;0,347222222;0,327777778;0,313888889;0,272222222;0,230555556;0,152777778;0,1;0,05;0,011111111;0;0;0;0;3,186111111
VII;0;0;0;0,002777778;0,044444444;0,119444444;0,222222222;0,325;0,433333333;0,527777778;0,552777778;0,591666667;0,594444444;0,547222222;0,475;0,405555556;0,3;0,202777778;0,111111111;0,038888889;0,002777778;0;0;0;5,497222222;;VII;0;0;0;0;0,013888889;0,05;0,113888889;0,180555556;0,244444444;0,308333333;0,313888889;0,336111111;0,341666667;0,302777778;0,252777778;0,216666667;0,144444444;0,091666667;0,041666667;0,011111111;0;0;0;0;2,963888889
VIII;0;0;0;0;0,013888889;0,058333333;0,15;0,255555556;0,375;0,447222222;0,491666667;0,533333333;0,525;0,488888889;0,422222222;0,344444444;0,247222222;0,141666667;0,055555556;0,005555556;0;0;0;0;4,555555556;;VIII;0;0;0;0;0,002777778;0,016666667;0,066666667;0,130555556;0,208333333;0,255555556;0,269444444;0,3;0,288888889;0,261111111;0,219444444;0,177777778;0,113888889;0,061111111;0,019444444;0;0;0;0;0;2,391666667
IX;0;0;0;0;0;0,008333333;0,058333333;0,136111111;0,244444444;0,308333333;0,358333333;0,388888889;0,380555556;0,327777778;0,275;0,205555556;0,119444444;0,038888889;0;0;0;0;0;0;2,85;;IX;0;0;0;0;0;0;0,016666667;0,055555556;0,113888889;0,147222222;0,183333333;0,197222222;0,191666667;0,152777778;0,125;0,088888889;0,041666667;0,011111111;0;0;0;0;0;0;1,325
X;0;0;0;0;0;0;0,008333333;0,041666667;0,102777778;0,161111111;0,186111111;0,211111111;0,208333333;0,172222222;0,116666667;0,069444444;0,022222222;0;0;0;0;0;0;0;1,3;;X;0;0;0;0;0;0;0,002777778;0,008333333;0,030555556;0,052777778;0,063888889;0,075;0,075;0,061111111;0,033333333;0,019444444;0,002777778;0;0;0;0;0;0;0;0,425
XI;0;0;0;0;0;0;0;0,002777778;0,041666667;0,083333333;0,113888889;0,133333333;0,136111111;0,102777778;0,055555556;0,016666667;0;0;0;0;0;0;0;0;0,686111111;;XI;0;0;0;0;0;0;0;0;0,011111111;0,019444444;0,05;0,044444444;0,038888889;0,027777778;0,013888889;0,002777778;0;0;0;0;0;0;0;0;0,208333333
XII;0;0;0;0;0;0;0;0;0,013888889;0,044444444;0,075;0,102777778;0,108333333;0,080555556;0,033333333;0,002777778;0;0;0;0;0;0;0;0;0,461111111;;XII;0;0;0;0;0;0;0;0;0,002777778;0,005555556;0,016666667;0,025;0,027777778;0,011111111;0,002777778;0;0;0;0;0;0;0;0;0;0,091666667
S;0;0;0;0,013888889;0,15;0,483333333;1,052777778;1,788888889;2,797222222;3,65;4,125;4,536111111;4,575;4,05;3,288888889;2,519444444;1,655555556;0,913888889;0,4;0,113888889;0,011111111;0;0;0;36,125;;S;0;0;0;0;0,044444444;0,191666667;0,483333333;0,883333333;1,411111111;1,841666667;2,083333333;2,266666667;2,286111111;1,955555556;1,555555556;1,202777778;0,736111111;0,377777778;0,138888889;0,027777778;0;0;0;0;17,48611111
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
112;;Байкальское;;;;;;;;;;Иркутская область;;;;;;;;;;55,6;;109;;;112;;Байкальское;;;;;;;;;;Иркутская область;;;;;;;;;;55,6;;109;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0,011111111;0,077777778;0,141666667;0,183333333;0,183333333;0,141666667;0,091666667;0,022222222;0;0;0;0;0;0;0;0;0,852777778;;I;0;0;0;0;0;0;0;0;0;0,022222222;0,05;0,077777778;0,077777778;0,055555556;0,027777778;0,005555556;0;0;0;0;0;0;0;0;0,316666667
II;0;0;0;0;0;0;0;0,022222222;0,105555556;0,2;0,283333333;0,319444444;0,319444444;0,283333333;0,2;0,105555556;0,022222222;0;0;0;0;0;0;0;1,861111111;;II;0;0;0;0;0;0;0;0,005555556;0,036111111;0,077777778;0,119444444;0,15;0,15;0,119444444;0,077777778;0,036111111;0,005555556;0;0;0;0;0;0;0;0,777777778
III;0;0;0;0;0;0;0,030555556;0,127777778;0,247222222;0,375;0,461111111;0,497222222;0,497222222;0,447222222;0,355555556;0,247222222;0,113888889;0,025;0;0;0;0;0;0;3,425;;III;0;0;0;0;0;0;0,011111111;0,055555556;0,105555556;0,177777778;0,227777778;0,255555556;0,255555556;0,213888889;0,155555556;0,105555556;0,05;0,011111111;0;0;0;0;0;0;1,625
IV;0;0;0;0;0;0,036111111;0,136111111;0,241666667;0,355555556;0,497222222;0,566666667;0,597222222;0,597222222;0,561111111;0,483333333;0,375;0,247222222;0,127777778;0,027777778;0;0;0;0;0;4,85;;IV;0;0;0;0;0;0,013888889;0,05;0,113888889;0,183333333;0,255555556;0,283333333;0,297222222;0,297222222;0,269444444;0,219444444;0,163888889;0,1;0,05;0,008333333;0;0;0;0;0;2,305555556
V;0;0;0;0;0,036111111;0,105555556;0,205555556;0,319444444;0,425;0,519444444;0,561111111;0,583333333;0,583333333;0,552777778;0,502777778;0,411111111;0,297222222;0,191666667;0,105555556;0,036111111;0;0;0;0;5,436111111;;V;0;0;0;0;0,013888889;0,041666667;0,091666667;0,155555556;0,213888889;0,269444444;0,297222222;0,305555556;0,305555556;0,291666667;0,247222222;0,205555556;0,155555556;0,091666667;0,041666667;0,008333333;0;0;0;0;2,736111111
VI;0;0;0;0,016666667;0,063888889;0,127777778;0,227777778;0,361111111;0,461111111;0,533333333;0,583333333;0,611111111;0,611111111;0,583333333;0,533333333;0,438888889;0,319444444;0,219444444;0,127777778;0,063888889;0,016666667;0;0;0;5,9;;VI;0;0;0;0,008333333;0,027777778;0,072222222;0,136111111;0,205555556;0,269444444;0,333333333;0,355555556;0,375;0,375;0,341666667;0,283333333;0,219444444;0,163888889;0,105555556;0,055555556;0,022222222;0,005555556;0;0;0;3,355555556
VII;0;0;0;0,002777778;0,027777778;0,086111111;0,183333333;0,283333333;0,383333333;0,483333333;0,538888889;0,566666667;0,566666667;0,533333333;0,483333333;0,397222222;0,283333333;0,183333333;0,105555556;0,041666667;0,002777778;0;0;0;5,152777778;;VII;0;0;0;0,002777778;0,013888889;0,041666667;0,086111111;0,155555556;0,219444444;0,283333333;0,311111111;0,333333333;0,333333333;0,305555556;0,263888889;0,219444444;0,15;0,086111111;0,036111111;0,008333333;0;0;0;0;2,85
VIII;0;0;0;0;0,008333333;0,055555556;0,136111111;0,233333333;0,333333333;0,425;0,483333333;0,511111111;0,511111111;0,483333333;0,425;0,333333333;0,213888889;0,119444444;0,055555556;0,008333333;0;0;0;0;4,336111111;;VIII;0;0;0;0;0;0,013888889;0,055555556;0,105555556;0,169444444;0,241666667;0,283333333;0,305555556;0,305555556;0,283333333;0,241666667;0,183333333;0,113888889;0,055555556;0,013888889;0;0;0;0;0;2,372222222
IX;0;0;0;0;0;0,005555556;0,05;0,15;0,227777778;0,319444444;0,369444444;0,397222222;0,397222222;0,369444444;0,319444444;0,227777778;0,15;0,05;0,005555556;0;0;0;0;0;3,038888889;;IX;0;0;0;0;0;0;0,013888889;0,041666667;0,1;0,169444444;0,205555556;0,213888889;0,213888889;0,205555556;0,169444444;0,113888889;0,055555556;0,022222222;0;0;0;0;0;0;1,525
X;0;0;0;0;0;0;0,002777778;0,041666667;0,127777778;0,213888889;0,269444444;0,291666667;0,291666667;0,269444444;0,213888889;0,127777778;0,041666667;0,002777778;0;0;0;0;0;0;1,894444444;;X;0;0;0;0;0;0;0;0,022222222;0,055555556;0,091666667;0,119444444;0,15;0,15;0,136111111;0,091666667;0,055555556;0,022222222;0;0;0;0;0;0;0;0,894444444
XI;0;0;0;0;0;0;0;0;0,022222222;0,086111111;0,141666667;0,177777778;0,177777778;0,155555556;0,105555556;0,041666667;0;0;0;0;0;0;0;0;0,908333333;;XI;0;0;0;0;0;0;0;0;0,008333333;0,022222222;0,05;0,063888889;0,063888889;0,05;0,027777778;0,008333333;0;0;0;0;0;0;0;0;0,294444444
XII;0;0;0;0;0;0;0;0;0,005555556;0,041666667;0,1;0,127777778;0,127777778;0,1;0,041666667;0,005555556;0;0;0;0;0;0;0;0;0,55;;XII;0;0;0;0;0;0;0;0;0;0,008333333;0,027777778;0,041666667;0,041666667;0,027777778;0,013888889;0;0;0;0;0;0;0;0;0;0,161111111
S;0;0;0;0,019444444;0,136111111;0,416666667;0,972222222;1,780555556;2,705555556;3,772222222;4,5;4,863888889;4,863888889;4,480555556;3,755555556;2,733333333;1,688888889;0,919444444;0,427777778;0,15;0,019444444;0;0;0;38,20555556;;S;0;0;0;0,011111111;0,055555556;0,183333333;0,444444444;0,861111111;1,361111111;1,952777778;2,330555556;2,569444444;2,569444444;2,3;1,819444444;1,316666667;0,816666667;0,422222222;0,155555556;0,038888889;0,005555556;0;0;0;19,21388889
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
113;;Шилуте;;;;;;;;;;Литва;;;;;;;;;;55,7;;21,3;;;113;;Шилуте;;;;;;;;;;Литва;;;;;;;;;;55,7;;21,3;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0,011111111;0,041666667;0,077777778;0,1;0,1;0,075;0,041666667;0,011111111;0;0;0;0;0;0;0;0;0,458333333;;I;0;0;0;0;0;0;0;0;0;0,002777778;0,016666667;0,022222222;0,022222222;0,019444444;0,002777778;0;0;0;0;0;0;0;0;0;0,086111111
II;0;0;0;0;0;0;0;0,016666667;0,063888889;0,113888889;0,155555556;0,183333333;0,183333333;0,155555556;0,111111111;0,063888889;0,016666667;0;0;0;0;0;0;0;1,063888889;;II;0;0;0;0;0;0;0;0,002777778;0,013888889;0,033333333;0,044444444;0,055555556;0,055555556;0,044444444;0,033333333;0,013888889;0,002777778;0;0;0;0;0;0;0;0,3
III;0;0;0;0;0;0;0,022222222;0,091666667;0,169444444;0,244444444;0,302777778;0,336111111;0,336111111;0,294444444;0,238888889;0,175;0,1;0,025;0;0;0;0;0;0;2,336111111;;III;0;0;0;0;0;0;0,002777778;0,030555556;0,063888889;0,102777778;0,138888889;0,161111111;0,158333333;0,133333333;0,1;0,069444444;0,033333333;0,005555556;0;0;0;0;0;0;1
