ID;Производитель;Модель;Мощность, кВт;Диаметр,м;Регулир.;Мультипликатор;Оффшорисполн.;Макс.скорость, м/с;Производство;Высота башни, м;Мин.скорость, м/с;Ном.скорость, м/с;Макс.скорость, м/с;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;Число лопастей;Угол лопасти;Высота втулки, м;Вращ. ВК, об/мин;перед. Число;Тип ген-ра;Напряж.ген., кВ;Вращ.рот, об/мин;Лопасть;Ротор;Гондола;Башня;Общий;Страна;Шум, дБ(А);Систмы регулирования;Тормозная система;;;Сайт;;;;;;;;Видео
195;Gamesa;G136/4500;4500;136;ND;Yes;No;ND;Available;120/140;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;;1:37,88;Сг,пост.магн;0,69;448;;;;;;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/productos-y-servicios-aerogeneradores-2catalo.html;;;;;;;;
196;Gamesa;G42/600;600;42;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
197;Gamesa;G44/600;600;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
198;Gamesa;G47/660;660;47;Stall;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
199;Gamesa;G48/660;660;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
200;Gamesa;G52/850;850;52;Pitch;Yes;No;25;Available;44/55/65;4;15;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;19,44 - 30,8;1:61,74;с двойным питанием;0,69;;;100 т;;23 т;73 - 124 т;Испания;;;;;;file:///H:/Life/%D0%94%D0%BB%D1%8F%20%D0%B8%D0%BD%D1%81%D1%82%D0%B0/4-%D0%B9%20%D0%9A%D0%A3%D0%A0%D0%A1/8%D0%B9%20%D1%81%D0%B5%D0%BC%D0%B5%D1%81%D1%82%D1%80/%D0%91%D0%B0%D0%BA%D0%BB%D0%B0%D0%BD/%D0%91%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80/%D0%91%D0%94;;;;;;;;
201;Gamesa;G58/850;850;58;Pitch;Yes;No;23;Available;44/55/65/74;3;12;23;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;19,44 - 30,8;1:61,74;с двойным питанием;0,69;;;11,5 т;;47 т;99 - 150 т;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/gamesa-g58-850-kw-en.html;;;;;;;;
202;Gamesa;G66/1600;1600;66;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
203;Gamesa;G80/2000;2000;80;Pitch;Yes;No;25;Available;60/67/78/100;4;15;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;9 - 19;1:100,5;с двойным питанием;0,69;;;37 т;;72 т;231 - 395 т;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/gamesa-g80-20-mw-en.html;;;;;;;;
204;Gamesa;G83/2000;2000;83;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
205;Gamesa;G87/2000;2000;87;Pitch;Yes;No;25;Available;67/78/90/100;4;15;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;9 - 19;1:100,5;с двойным питанием;0,69;;;40 т;;65 т;258 - 391 т;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/gamesa-g87-20-mw-en.html;;;;;;;;
206;Gamesa;G90/2000;2000;90;Pitch;Yes;No;20;Available;67/78/100;3;14;20;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;9 - 19;1:100,5;с двойным питанием;0,69;;;50 т;;65 т;268 - 401 т;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/gamesa-g90-20-mw-iia-en.html;;;;;;;;
207;Gamesa;G97/2000;2000;97;ND;Yes;No;ND;Available;78/90/120;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;9,6 - 17,8;1:106,8;с двойным питанием;0,69;;;ND;;ND;ND;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/gamesa-g97-20-mw-iiia-en.html;;;;;;;;
208;GC China Turbine Corp;GC54;1000;54;Stall;Yes;No;25;Available;60/70;4;15;25/60;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;var;;24,78;62,354;инд.;0,69;1545;8,8 т;;40 т;47/58 т;;Китай;;;аэродинамическая и дисковая;;;http://gcchinaturbine.com/products/overview;;;;;;;;
209;GC China Turbine Corp;GC57;1000;57;Stall;Yes;No;23;Available;60/70;4;15;23/60;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;var;;22,78;67,831;инд.;0,69;1545;8,8 т;;40 т;47/58 т;;Китай;;;аэродинамическая и дисковая;;;http://gcchinaturbine.com/products/overview;;;;;;;;
210;GC China Turbine Corp;GC59;1000;59;Stall;Yes;No;21;Available;60/70;4;15;21/55;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;var;;21,01;73,458;инд.;0,69;1545;8,8 т;;40 т;47/58 т;;Китай;;;аэродинамическая и дисковая;;;http://gcchinaturbine.com/products/overview;;;;;;;;
211;GE Energy;1.5s;1500;70,5;Pitch;Yes;Yes;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
212;GE Energy;1.5se;1500;70,5;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
213;GE Energy;1.5sl;1500;77;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
214;GE Energy;1.5sle;1500;77;Pitch;Yes;No;25;Available;65/80;2;10;25;0;3;24;46;119;264;414;673;932;1157;1325;1429;1488;1496;1498;1501;1504;1504;1504;1504;1504;1504;1504;1504;1504;0;0;0;0;0;;;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.5_77_wind_turbine.jsp;;;;;;;;
215;GE Energy;1.5xle;1500;82,5;Pitch;Yes;No;20;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
216;GE Energy;1.6-100;1500;100;ND;ND;No;ND;Available;80/96/100;2;9,5;25;0;3;25;100;200;360;600;750;1300;1500;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;;;;;;;;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.6_100_wind_turbine.jsp;;;;;;;;
217;GE Energy;1.6sle;1500;77;ND;ND;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
218;GE Energy;1.6xle;1500;82,5;ND;ND;No;25;Available;65/80/100;2;10,6;25;0;2;14;70;177;334;544;822;1126;1393;1568;1591;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;0;0;0;0;0;;;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.6_82.5_wind_turbine.jsp;;;;;;;;
219;GE Energy;2,3;2300;94;ND;ND;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
220;GE Energy;2.5xl;2500;100;Pitch;Yes;No;25;Available;75/85;3;12;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;5-14,1;1:117,4;;;;;52 т;;85 т;378 т;США;;Электрическая регулировка высоты с резервным питанием от батарей;Аэродинамическая;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_2.5_100_wind_turbin;;;;;;;;
221;GE Energy;2.5xl;2500;103;Pitch;Yes;No;26;Available;85/100;3;12;25;0;0;2;68;178;412;738;1122;1565;2051;2327;2491;2524;2531;2534;2531;2531;2531;2531;2531;2531;2531;2531;2531;2531;0;0;0;0;0;3;var;;;;;;;;;;;;США;;Электрическая регулировка высоты с резервным питанием от батарей;Аэродинамическая;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_2.5_100_wind_turbin;;;;;;;;
222;GE Energy;2.75 -103;2750;103;ND;ND;No;25;Available;75/85/98,3;3;12,5;25;0;0;3;233;411;672;1092;1502;1942;2304;2557;2703;2749;2756;2756;2756;2756;2756;2756;2756;2756;2756;2756;2755;2748;0;0;0;0;0;3;var;;;;;;;;;;;;США;;Электрическая регулировка высоты с резервным питанием от батарей;Аэродинамическая;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_2.75_100_wind_turbine.jsp;;;;;;;;
223;GE Energy;2.75-100;2750;100;ND;ND;No;25;Available;75/85/98,3;3;12,5;25;0;0;30;180;400;658;1015;1502;1915;2227;2470;2522;2541;2541;2541;2541;2541;2541;2541;2541;2541;2541;2541;2541;2541;0;0;0;0;0;3;var;;;;;;;;;;;;США;;Электрическая регулировка высоты с резервным питанием от батарей;Аэродинамическая;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_2.75_103_wind_turbine.jsp;;;;;;;;
224;GE Energy;3.0s;3000;90;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
225;GE Energy;3.0sl;3000;94;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
226;GE Energy;3.6sl;3600;111;Pitch;Yes;Yes;27;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
227;GE Energy;4.0-110;4000;110;ND;No;Yes;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
228;GE Energy;4.1-113;4000;113;ND;No;Yes;25;Available;ND;3,5;14;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;9,2-19;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/fourone_113.jsp;;;;;;;;
229;GE Energy;GE 3000;3000;104;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;;;;;;;;;;;;;;
230;Genesys;600;600;46;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Ghodawat;G1650;1650;77;Pitch;ND;No;ND;Available;68/78;3,5;12;20/59,5;0;0;0;59;149;265;430;630;904;1216;1500;1640;1659;1659;1659;1659;1659;1659;1659;1659;0;0;0;0;0;0;0;0;0;0;3;;;11,3-20;1:98,74;инд. С двойным питанием;0,69;;;;;;;Индия;;ПЛК;Аэродинамическая и дисковая;;;http://www.ghodawatenergy.com/products.html;;;;;;;;
232;Ghodawat;G1650;1650;82;Pitch;ND;No;ND;Available;68/78;3,5;11;20/59,5;0;0;0;79;182;305;476;721;1065;1425;1651;1659;1659;1659;1659;1659;1659;1659;1659;1659;0;0;0;0;0;0;0;0;0;0;3;;;11,3-20;1:98,74;инд. С двойным питанием;0,69;;;;;;;Индия;;ПЛК;Аэродинамическая и дисковая;;;http://www.ghodawatenergy.com/products.html;;;;;;;;
233;Global Wind Power;GWP47-750;750;47;Stall;ND;No;25;Available;45/55/65;3,5;14,5;25;0;0;4;25;55;96;160;246;345;453;546;635;714;740;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;3;var;;25,5;;Сг,инд. С двойным питанием, 6/4-полюсный;;1000/1500;;;;;;Нидерланды;100;тиристорный контроллер;Аэродинамическая и механическая;;;http://www.globalwindpower.nl/pages/3/productsandservices.html;;;;;;;;
234;Global Wind Power;GWP82-2000;2000;82,5;Pitch;No;No;28;Available;80/105/120;2,7;12,5;25-28;0;1;16;67;167;313;507;750;1040;1355;1646;1860;1983;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;7,5-18,5;;Сг,МП, пост. Магн.;;;;;;;;Нидерланды;;аэродинамическая;Аэродинамическая и механическая;;;http://www.globalwindpower.nl/pages/3/productsandservices.html;;;;;;;;
235;Goldwind;GW100/2500;2500;100;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
236;Goldwind;GW62/1200;1200;62;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
237;Goldwind;GW70/1500;1500;70;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
238;Goldwind;GW77/1500;1500;77;Pitch;No;No;22;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
239;Goldwind;GW82/1500;1500;82;Pitch;No;No;22;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
240;Goldwind;GW87/1500;1500;87;Pitch;No;No;22;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
241;Goldwind;GW90/2500;2500;90;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
242;Goldwind;S43/600;600;43;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
243;Goldwind;S43/750;750;43;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
244;Goldwind;S48/750;750;48;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
245;Goldwind;S50/750;750;50;Stall;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
246;Goldwind;S62/1200;1200;62;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
247;Goldwind;S70/1500;1500;70;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;;;;;;;;;;;;;
248;Guangdong Mingyang;MY1.5s;1500;75;ND;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Guangdong Mingyang;MY1.5se;1500;81;ND;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Guangdong Mingyang;SCD2500;2500;92;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Guangdong Mingyang;SCD2750;2750;100;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;Guangdong Mingyang;SCD3000;3000;108;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Guodian;UP100;3000;100;ND;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Guodian;UP108;3000;108;ND;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Guodian;UP77;1500;77,36;Pitch;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Guodian;UP82;1500;82,76;Pitch;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Guodian;UP86;1500;86,086;Pitch;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Hewind;HW43 600 kW;600;43; Stall;Yes;No;25;Available;38,5/48,5;3,5;14;25/70;0;0;0;24;39;68;111;181;278;370;455;524;575;610;627;627;611;597;577;561;548;537;536;531;479;0;0;0;0;0;3;;;17.9/26.8;1:56,56;;0,69;;;13 т;22 т;47 т/52 т;;Китай;;PLC;механические тормоза;;;http://www.hewind.com/eng/product1_view.asp?id=1;;;;;;;;
259;Hewind;HW50 780 kW;780;50;stall;Yes;No;25;Available;47,28/62,92;3,5;14;25/70;0;0;0;12;28;64;134;222;313;413;522;607;675;731;774;780;771;761;749;736;728;718;709;706;713;0;0;0;0;0;3;;;22;1:67,4;;0,69;;;14 т;22 т;53 т/76,2 т;;Китай;;PLC;механические тормоза;;;http://www.hewind.com/eng/product1_view.asp?id=2;;;;;;;;
260;Hewind;HW77 1.5 MW;1500;77;Pitch;ND;No;20;Available;61,5/90/100;3;12;25/51,6;0;0;0;8;81;220;453;750;1021;1221;1395;1482;1494;1494;1494;1494;1494;1494;1494;1494;1494;1494;1494;1494;1494;0;0;0;0;0;3;;;9,6/17,3;1:104;;0,69;;;35 т;56 т;90 т/174 т/263,5 т;;Китай;;PLC;аэродинамическая и механическая;;;http://www.hewind.com/eng/product1_view.asp?id=3;;;;;;;;
261;Hewind;HW82 1.5 MW;1500;82;Pitch;ND;No;20;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;HSW;1000;1000;54;Pitch;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;HSW;250;250;28;Pitch;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;HSW;750;750;46;Pitch;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Hüllmann;FHW 100;100;20;Pitch;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Hyosung;HS50-750MW;750;50;Pitch;ND;No;25;Available;50;3,5;12;25/70;0;0;0;17;61;116;176;249;342;467;590;698;739;748;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;3;var;;;1:71,2;DFIG;;1980;;;;;;Южная Корея;;;Аэродинамическая и дисковая;;;http://www.hyosungpni.co.kr/eng/product/GreenEnergy/WindTurbineSystem/HS50_02.jsp;;;;;;;;
267;Hyosung;HS90-2MW;2000;90,6;Pitch;ND;No;25;Available;80;3,5;11,5;25/59,5;0;0;0;121;272;465;681;908;1146;1466;1923;1998;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;;1:104;DFIG;;;;;;;;Южная Корея;;;Аэродинамическая и дисковая;;;http://www.hyosungpni.co.kr/eng/product/GreenEnergy/WindTurbineSystem/HS90_02.jsp;;;;;;;;
268;Hyundai;AV928;2500;93;Pitch;Yes;No;25;Available;80;3;11,5;25/59,5;0;0;0;38;167;366;646;1026;1564;2085;2439;2507;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;0;0;0;0;0;3;var;;;;Сг, пост. Магнит;;;;;;;;Южная Корея;;;;;;http://www.hyundai-elec.com/new/eng/product/product.jsp?p_code=A0100;;;;;;;;
269;Hyundai;HQ1650/77;1650;77;Pitch;Yes;No;20;Available;70/80;3,5;12;20/59,5;0;0;0;55;142;268;437;655;943;1291;1548;1644;1645;1648;1648;1648;1648;1648;1648;1648;0;0;0;0;0;0;0;0;0;0;;var;;;;инд. С двойным питанием;;;;;;;;Южная Корея;;;;;;http://www.hyundai-elec.com/new/eng/product/product.jsp?p_code=A0101;;;;;;;;
270;Hyundai;HQ1650/82;1650;82;Pitch;Yes;No;20;Available;80;3,5;11;20/59,5;0;0;0;55;173;313;508;747;1101;1453;1635;1645;1648;1648;1648;1648;1648;1648;1648;1648;0;0;0;0;0;0;0;0;0;0;;var;;;;инд. С двойным питанием;;;;;;;;Южная Корея;;;;;;http://www.hyundai-elec.com/new/eng/product/product.jsp?p_code=A0102;;;;;;;;
271;Hyundai;HQ2000/86;2000;86;Pitch;Yes;No;25;Available;80;3,5;11;25/59,5;0;0;0;80;200;334;577;889;1283;1684;2000;2011;2012;2012;2012;2012;2012;2012;2012;2012;2012;2012;2012;2012;2012;0;0;0;0;0;;var;;;;инд. С двойным питанием;;;;;;;;Южная Корея;;;;;;http://www.hyundai-elec.com/new/eng/product/product.jsp?p_code=A0103;;;;;;;;
272;Hyundai;HQ2000/93;2000;93;Pitch;Yes;No;20;Available;80;3;10,5;20/52,5;0;0;0;80;211;407;702;1044;1467;1940;2000;2011;2012;2012;2012;2012;2012;2012;2012;2012;0;0;0;0;0;0;0;0;0;0;;var;;;;инд. С двойным питанием;;;;;;;;Южная Корея;;;;;;http://www.hyundai-elec.com/new/eng/product/product.jsp?p_code=A0104;;;;;;;;
273;Hyundai;HQ5500/127;5500;127;ND;Yes;Yes;25;Under dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Hyundai;HQ5500/140;5500;140;ND;Yes;Yes;25;Under dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;HZ Windpower;H56-850;850;56,3;Pitch;ND;No;25;Available;70;2;11,5;25;0;0;0;22,9;67,1;121,9;213,7;326,7;466,1;629,6;831,9;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;3;var;;13-25;;Сг;0,96;1000-2000;;;;;;Китай;;электрическая шаговая система/микропроцессоры;Аэродинамическая, дисковая;;;http://en.hzwindpower.com/en/cp_en5.asp;;;;;;;;
276;HZ Windpower;H82-2000;2000;82,4;Pitch;ND;No;25;Available;80;3;12;25;0;0;9,2;55,5;152,9;290,5;487,5;745,6;1051,6;1394,3;1748,8;1983,1;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;;1:103,3;Аг, с двойным питанием;0,69;;;;;;;Китай;;электрическая шаговая система/микропроцессоры;Аэродинамическая, дисковая;;;http://en.hzwindpower.com/en/cp_en6.asp;;;;;;;;
277;HZ Windpower;H87-2000;2000;87;Pitch;ND;No;25;Available;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Китай;;электрическая шаговая система/микропроцессоры;;;;http://en.hzwindpower.com/en/cp_en6.asp;;;;;;;;
278;HZ Windpower;H93-2000;2000;92,8;Pitch;ND;No;25;Available;100;3;10,5;25;0;0;13,2;67,5;185,5;352,3;591,3;907,3;1309,5;1785,9;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;;1:117;Аг, с двойным питанием;;;;;;;;Китай;;электрическая шаговая система/микропроцессоры;Аэродинамическая, дисковая;;;http://en.hzwindpower.com/en/cp_en6.asp;;;;;;;;
279;IMPSA;IWP-70-1500;1500;70;Pitch;ND;No;ND;Available;72/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
280;IMPSA;IWP-70-1800;1800;70;Pitch;ND;No;ND;Available;72/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
281;IMPSA;IWP-83-2100;2100;83;Pitch;ND;No;ND;Available;72/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
282;IMPSA;IWP-93-2100;2100;93;Pitch;ND;No;ND;Available;72/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
283;IMPSA;IWP-100-2100;2100;100;Pitch;ND;No;ND;Available;85;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
284;IMPSA;IWP-V70-1500;1500;70;Pitch;ND;No;ND;Available;61,5/65/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
285;IMPSA;IWP-V77-1500;1500;77;Pitch;ND;No;ND;Available;61,5/65/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
286;IMPSA;IWP-V82-1500;1500;82;Pitch;ND;No;ND;Available;61,5/65/85/100;ND;ND;ND;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.impsa.com/es/productos/impsawind/SitePages/productos.aspx;;;;;;;;
287;India Wind Power;I-29/250;250;29,7;Stall;Yes;No;25;Available;50;3,5;15,5;25;0;0;0;12;24;35;58;95;128;161;190;213;225;234;245;254;261;265;271;267;263;259;253;248;245;0;0;0;0;0;3;;;;;Аг, 6/8 полюсный;0,415;1006/1207;750 кг;2100 кг;12500 кг;23000 кг;;Индия;;;;;;http://www.indiawindpower.com/250.html;;;;;;;;
